,Acceleration,Age,Aggression,Agility,Attacking_Position,Balance,Ball_Control,Birth_Date,Club,Club_Joining,Club_Kit,Club_Position,Composure,Contract_Expiry,Crossing,Curve,Dribbling,Finishing,Freekick_Accuracy,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes,Heading,Height,Interceptions,Jumping,Long_Pass,Long_Shots,Marking,Name,National_Kit,National_Position,Nationality,Penalties,Preffered_Foot,Preffered_Position,Rating,Reactions,Short_Pass,Shot_Power,Skill_Moves,Sliding_Tackle,Speed,Stamina,Standing_Tackle,Strength,Vision,Volleys,Weak_foot,Weight,Work_Rate
14653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CroatiaCroatia,,,,,,,,,,,,,,,,,,
14654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DenmarkDenmark,,,,,,,,,,,,,,,,,,
14655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EnglandEngland,,,,,,,,,,,,,,,,,,
14656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United StatesUnited States,,,,,,,,,,,,,,,,,,
14657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NetherlandsNetherlands,,,,,,,,,,,,,,,,,,
14658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NetherlandsNetherlands,,,,,,,,,,,,,,,,,,
14659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NetherlandsNetherlands,,,,,,,,,,,,,,,,,,
14660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GermanyGermany,,,,,,,,,,,,,,,,,,
14661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CroatiaCroatia,,,,,,,,,,,,,,,,,,
14662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ArgentinaArgentina,,,,,,,,,,,,,,,,,,
14663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AustriaAustria,,,,,,,,,,,,,,,,,,
14664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BelgiumBelgium,,,,,,,,,,,,,,,,,,
14665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GermanyGermany,,,,,,,,,,,,,,,,,,
14666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ColombiaColombia,,,,,,,,,,,,,,,,,,
14667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GermanyGermany,,,,,,,,,,,,,,,,,,
14668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChileChile,,,,,,,,,,,,,,,,,,
14669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FranceFrance,,,,,,,,,,,,,,,,,,
14670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AustriaAustria,,,,,,,,,,,,,,,,,,
14671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FranceFrance,,,,,,,,,,,,,,,,,,
14672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South AfricaSouth Africa,,,,,,,,,,,,,,,,,,
14673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DenmarkDenmark,,,,,,,,,,,,,,,,,,
14674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DenmarkDenmark,,,,,,,,,,,,,,,,,,
14675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ArgentinaArgentina,,,,,,,,,,,,,,,,,,
14676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GermanyGermany,,,,,,,,,,,,,,,,,,
14677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanadaCanada,,,,,,,,,,,,,,,,,,
14678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FinlandFinland,,,,,,,,,,,,,,,,,,
14679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EnglandEngland,,,,,,,,,,,,,,,,,,
14680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TurkeyTurkey,,,,,,,,,,,,,,,,,,
14681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RussiaRussia,,,,,,,,,,,,,,,,,,
14682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FranceFrance,,,,,,,,,,,,,,,,,,
14683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PortugalPortugal,,,,,,,,,,,,,,,,,,
14684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ItalyItaly,,,,,,,,,,,,,,,,,,
14685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RomaniaRomania,,,,,,,,,,,,,,,,,,
14686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MaliMali,,,,,,,,,,,,,,,,,,
14687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrazilBrazil,,,,,,,,,,,,,,,,,,
14688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrazilBrazil,,,,,,,,,,,,,,,,,,
14689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrazilBrazil,,,,,,,,,,,,,,,,,,
14690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BelgiumBelgium,,,,,,,,,,,,,,,,,,
14691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NigeriaNigeria,,,,,,,,,,,,,,,,,,
14692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EnglandEngland,,,,,,,,,,,,,,,,,,
14693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EnglandEngland,,,,,,,,,,,,,,,,,,
14694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ArgentinaArgentina,,,,,,,,,,,,,,,,,,
14695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FranceFrance,,,,,,,,,,,,,,,,,,
14696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ArgentinaArgentina,,,,,,,,,,,,,,,,,,
14697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republic of IrelandRepublic of Ireland,,,,,,,,,,,,,,,,,,
14698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GermanyGermany,,,,,,,,,,,,,,,,,,
14699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WalesWales,,,,,,,,,,,,,,,,,,
14700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RussiaRussia,,,,,,,,,,,,,,,,,,
14701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NigeriaNigeria,,,,,,,,,,,,,,,,,,
14702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ArgentinaArgentina,,,,,,,,,,,,,,,,,,
14703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FranceFrance,,,,,,,,,,,,,,,,,,
14704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ColombiaColombia,,,,,,,,,,,,,,,,,,
14705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MexicoMexico,,,,,,,,,,,,,,,,,,
14706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NorwayNorway,,,,,,,,,,,,,,,,,,
14707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Korea RepublicKorea Republic,,,,,,,,,,,,,,,,,,
14708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ArgentinaArgentina,,,,,,,,,,,,,,,,,,
14709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republic of IrelandRepublic of Ireland,,,,,,,,,,,,,,,,,,
14710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Korea RepublicKorea Republic,,,,,,,,,,,,,,,,,,
14711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JapanJapan,,,,,,,,,,,,,,,,,,
14712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JapanJapan,,,,,,,,,,,,,,,,,,
14713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SpainSpain,,,,,,,,,,,,,,,,,,
14714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ArgentinaArgentina,,,,,,,,,,,,,,,,,,
14715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China PRChina PR,,,,,,,,,,,,,,,,,,
14716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JapanJapan,,,,,,,,,,,,,,,,,,
14717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JapanJapan,,,,,,,,,,,,,,,,,,
14718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JapanJapan,,,,,,,,,,,,,,,,,,
14719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JapanJapan,,,,,,,,,,,,,,,,,,
14720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China PRChina PR,,,,,,,,,,,,,,,,,,
14721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UkraineUkraine,,,,,,,,,,,,,,,,,,
14722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ArgentinaArgentina,,,,,,,,,,,,,,,,,,
14723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ArgentinaArgentina,,,,,,,,,,,,,,,,,,
14724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JapanJapan,,,,,,,,,,,,,,,,,,
14725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EnglandEngland,,,,,,,,,,,,,,,,,,
14726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JapanJapan,,,,,,,,,,,,,,,,,,
14727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saudi ArabiaSaudi Arabia,,,,,,,,,,,,,,,,,,
14728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JapanJapan,,,,,,,,,,,,,,,,,,
14729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JapanJapan,,,,,,,,,,,,,,,,,,
14730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NigeriaNigeria,,,,,,,,,,,,,,,,,,
14731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ArgentinaArgentina,,,,,,,,,,,,,,,,,,
14732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ArgentinaArgentina,,,,,,,,,,,,,,,,,,
14733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BelgiumBelgium,,,,,,,,,,,,,,,,,,
14734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ColombiaColombia,,,,,,,,,,,,,,,,,,
14735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JapanJapan,,,,,,,,,,,,,,,,,,
14736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MexicoMexico,,,,,,,,,,,,,,,,,,
14737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwedenSweden,,,,,,,,,,,,,,,,,,
14738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FranceFrance,,,,,,,,,,,,,,,,,,
14739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NorwayNorway,,,,,,,,,,,,,,,,,,
14740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China PRChina PR,,,,,,,,,,,,,,,,,,
14741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United StatesUnited States,,,,,,,,,,,,,,,,,,
14742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United StatesUnited States,,,,,,,,,,,,,,,,,,
14743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GermanyGermany,,,,,,,,,,,,,,,,,,
14744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EnglandEngland,,,,,,,,,,,,,,,,,,
14745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChileChile,,,,,,,,,,,,,,,,,,
14746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ColombiaColombia,,,,,,,,,,,,,,,,,,
14747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ArgentinaArgentina,,,,,,,,,,,,,,,,,,
14748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FranceFrance,,,,,,,,,,,,,,,,,,
14749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EnglandEngland,,,,,,,,,,,,,,,,,,
14750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republic of IrelandRepublic of Ireland,,,,,,,,,,,,,,,,,,
14751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndiaIndia,,,,,,,,,,,,,,,,,,
14752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NorwayNorway,,,,,,,,,,,,,,,,,,
14753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwedenSweden,,,,,,,,,,,,,,,,,,
14754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NigeriaNigeria,,,,,,,,,,,,,,,,,,
14755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saudi ArabiaSaudi Arabia,,,,,,,,,,,,,,,,,,
14756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EnglandEngland,,,,,,,,,,,,,,,,,,
14757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EnglandEngland,,,,,,,,,,,,,,,,,,
14758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FranceFrance,,,,,,,,,,,,,,,,,,
14759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BoliviaBolivia,,,,,,,,,,,,,,,,,,
14760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FranceFrance,,,,,,,,,,,,,,,,,,
14761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GermanyGermany,,,,,,,,,,,,,,,,,,
14762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ParaguayParaguay,,,,,,,,,,,,,,,,,,
14763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FranceFrance,,,,,,,,,,,,,,,,,,
14764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South AfricaSouth Africa,,,,,,,,,,,,,,,,,,
14765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SloveniaSlovenia,,,,,,,,,,,,,,,,,,
14766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrazilBrazil,,,,,,,,,,,,,,,,,,
14767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FranceFrance,,,,,,,,,,,,,,,,,,
14768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EnglandEngland,,,,,,,,,,,,,,,,,,
14769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ItalyItaly,,,,,,,,,,,,,,,,,,
14770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MexicoMexico,,,,,,,,,,,,,,,,,,
14771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial GuineaEquatorial Guinea,,,,,,,,,,,,,,,,,,
14772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZimbabweZimbabwe,,,,,,,,,,,,,,,,,,
14773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saudi ArabiaSaudi Arabia,,,,,,,,,,,,,,,,,,
14774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NigeriaNigeria,,,,,,,,,,,,,,,,,,
14775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ScotlandScotland,,,,,,,,,,,,,,,,,,
14776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ItalyItaly,,,,,,,,,,,,,,,,,,
14777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TurkeyTurkey,,,,,,,,,,,,,,,,,,
14778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GermanyGermany,,,,,,,,,,,,,,,,,,
14779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrazilBrazil,,,,,,,,,,,,,,,,,,
14780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrazilBrazil,,,,,,,,,,,,,,,,,,
14781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrazilBrazil,,,,,,,,,,,,,,,,,,
14782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrazilBrazil,,,,,,,,,,,,,,,,,,
14783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EnglandEngland,,,,,,,,,,,,,,,,,,
14784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChileChile,,,,,,,,,,,,,,,,,,
14785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ScotlandScotland,,,,,,,,,,,,,,,,,,
14786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FranceFrance,,,,,,,,,,,,,,,,,,
14787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republic of IrelandRepublic of Ireland,,,,,,,,,,,,,,,,,,
14788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwedenSweden,,,,,,,,,,,,,,,,,,
14789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AustraliaAustralia,,,,,,,,,,,,,,,,,,
14790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EnglandEngland,,,,,,,,,,,,,,,,,,
14791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GermanyGermany,,,,,,,,,,,,,,,,,,
14792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EnglandEngland,,,,,,,,,,,,,,,,,,
14793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United StatesUnited States,,,,,,,,,,,,,,,,,,
14794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EnglandEngland,,,,,,,,,,,,,,,,,,
14795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GermanyGermany,,,,,,,,,,,,,,,,,,
14796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GermanyGermany,,,,,,,,,,,,,,,,,,
14797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AustriaAustria,,,,,,,,,,,,,,,,,,
14798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GermanyGermany,,,,,,,,,,,,,,,,,,
14799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GermanyGermany,,,,,,,,,,,,,,,,,,
14800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GermanyGermany,,,,,,,,,,,,,,,,,,
14801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GermanyGermany,,,,,,,,,,,,,,,,,,
14802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TurkeyTurkey,,,,,,,,,,,,,,,,,,
14803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republic of IrelandRepublic of Ireland,,,,,,,,,,,,,,,,,,
14804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TurkeyTurkey,,,,,,,,,,,,,,,,,,
14805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BermudaBermuda,,,,,,,,,,,,,,,,,,
14806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BelgiumBelgium,,,,,,,,,,,,,,,,,,
14807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WalesWales,,,,,,,,,,,,,,,,,,
14808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwitzerlandSwitzerland,,,,,,,,,,,,,,,,,,
14809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FranceFrance,,,,,,,,,,,,,,,,,,
14810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saudi ArabiaSaudi Arabia,,,,,,,,,,,,,,,,,,
14811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WalesWales,,,,,,,,,,,,,,,,,,
14812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FranceFrance,,,,,,,,,,,,,,,,,,
14813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NorwayNorway,,,,,,,,,,,,,,,,,,
14814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AustriaAustria,,,,,,,,,,,,,,,,,,
14815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FranceFrance,,,,,,,,,,,,,,,,,,
14816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EnglandEngland,,,,,,,,,,,,,,,,,,
14817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RussiaRussia,,,,,,,,,,,,,,,,,,
14818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RussiaRussia,,,,,,,,,,,,,,,,,,
14819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NorwayNorway,,,,,,,,,,,,,,,,,,
14820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IndiaIndia,,,,,,,,,,,,,,,,,,
14821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RussiaRussia,,,,,,,,,,,,,,,,,,
14822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GermanyGermany,,,,,,,,,,,,,,,,,,
14823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saudi ArabiaSaudi Arabia,,,,,,,,,,,,,,,,,,
14824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CroatiaCroatia,,,,,,,,,,,,,,,,,,
14825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ArgentinaArgentina,,,,,,,,,,,,,,,,,,
14826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwedenSweden,,,,,,,,,,,,,,,,,,
14827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DenmarkDenmark,,,,,,,,,,,,,,,,,,
14828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RussiaRussia,,,,,,,,,,,,,,,,,,
14829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EnglandEngland,,,,,,,,,,,,,,,,,,
14830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ArgentinaArgentina,,,,,,,,,,,,,,,,,,
14831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FranceFrance,,,,,,,,,,,,,,,,,,
14832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SwedenSweden,,,,,,,,,,,,,,,,,,
14833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AzerbaijanAzerbaijan,,,,,,,,,,,,,,,,,,
14834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChileChile,,,,,,,,,,,,,,,,,,
14835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ColombiaColombia,,,,,,,,,,,,,,,,,,
14836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GhanaGhana,,,,,,,,,,,,,,,,,,
14837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United StatesUnited States,,,,,,,,,,,,,,,,,,
14838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United StatesUnited States,,,,,,,,,,,,,,,,,,
14839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ArgentinaArgentina,,,,,,,,,,,,,,,,,,
14840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saudi ArabiaSaudi Arabia,,,,,,,,,,,,,,,,,,
14841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EnglandEngland,,,,,,,,,,,,,,,,,,
14842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FranceFrance,,,,,,,,,,,,,,,,,,
14843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ArgentinaArgentina,,,,,,,,,,,,,,,,,,
14844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China PRChina PR,,,,,,,,,,,,,,,,,,
14845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saudi ArabiaSaudi Arabia,,,,,,,,,,,,,,,,,,
14846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EnglandEngland,,,,,,,,,,,,,,,,,,
14847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EnglandEngland,,,,,,,,,,,,,,,,,,
14848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Northern IrelandNorthern Ireland,,,,,,,,,,,,,,,,,,
14849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RussiaRussia,,,,,,,,,,,,,,,,,,
14850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RussiaRussia,,,,,,,,,,,,,,,,,,
14851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NorwayNorway,,,,,,,,,,,,,,,,,,
14852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EnglandEngland,,,,,,,,,,,,,,,,,,
14853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EnglandEngland,,,,,,,,,,,,,,,,,,
14854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NorwayNorway,,,,,,,,,,,,,,,,,,
14855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FranceFrance,,,,,,,,,,,,,,,,,,
14856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EnglandEngland,,,,,,,,,,,,,,,,,,
14857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ItalyItaly,,,,,,,,,,,,,,,,,,
14858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GermanyGermany,,,,,,,,,,,,,,,,,,
14859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EnglandEngland,,,,,,,,,,,,,,,,,,
14860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TurkeyTurkey,,,,,,,,,,,,,,,,,,
14861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China PRChina PR,,,,,,,,,,,,,,,,,,
14862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AustraliaAustralia,,,,,,,,,,,,,,,,,,
14863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Republic of IrelandRepublic of Ireland,,,,,,,,,,,,,,,,,,
14864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AustriaAustria,,,,,,,,,,,,,,,,,,
